Academic Year,LSS Number,LSS Name,School Number,School Name,Total HS Completers,Diploma Count ,Diploma Pct,Certificate Count,Certificate Pct,USM Requirements Count,USM Requirements Pct,CTE Requirements Count,CTE Requirements Pct,USM and CTE Requirements Count,USM and CTE Requirements Pct,Met Rigorous Indicator Count,Met Rigorous Indicator Pct,Rigorous Foreign Language Count,Rigorous Foreign Language Pct,Rigorous Math Count,Rigorous Math Pct,Rigorous Science Count,Rigorous Science Pct,Rigorous Tech Ed Count,Rigorous Tech Ed Pct,Rigorous SAT OR ACT Count,Rigorous SAT OR ACT Pct,Rigorous GPA Count,Rigorous GPA Pct,Create Date 
2019,30,Baltimore City,0307,Claremont School,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20200715
2019,30,Baltimore City,0325,ConneXions: A  Community Based Arts School,33,27,81.8,6,18.2,28,84.8,*,<= 5.0,*,<= 5.0,*,<= 5.0,8,24.2,17,51.5,*,<= 5.0,*,<= 5.0,*,<= 5.0,10,30.3,20200715
2019,30,Baltimore City,0333,Independence School Local I,29,*,>= 95.0,*,<= 5.0,*,>= 95.0,*,<= 5.0,*,<= 5.0,2,6.9,15,51.7,16,55.2,*,<= 5.0,*,<= 5.0,3,10.3,5,17.2,20200715
2019,30,Baltimore City,0341,The Reach! Partnership School,97,*,>= 95.0,*,<= 5.0,47,48.5,*,<= 5.0,45,46.4,*,<= 5.0,19,19.6,26,26.8,*,<= 5.0,*,<= 5.0,*,<= 5.0,8,8.2,20200715
2019,30,Baltimore City,0345,Joseph C. Briscoe Academy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20200715
2019,30,Baltimore City,0348,Baltimore Leadership School for Young Women,46,*,>= 95.0,*,<= 5.0,*,>= 95.0,*,<= 5.0,*,<= 5.0,4,8.7,34,73.9,12,26.1,3,6.5,*,<= 5.0,9,19.6,12,26.1,20200715
2019,30,Baltimore City,0349,N.A.C.A. Freedom and Democracy Academy II,35,*,>= 95.0,*,<= 5.0,*,>= 95.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,7,20.0,11,31.4,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,20200715
2019,30,Baltimore City,0362,Bard High School Early College,75,*,>= 95.0,*,<= 5.0,*,>= 95.0,*,<= 5.0,*,<= 5.0,24,32.0,40,53.3,38,50.7,14,18.7,*,<= 5.0,33,44.0,27,36.0,20200715
2019,30,Baltimore City,0364,Bluford Drew Jemison STEM Academy West,13,*,>= 95.0,*,<= 5.0,12,92.3,1,7.7,*,<= 5.0,*,<= 5.0,4,30.8,9,69.2,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,20200715
2019,30,Baltimore City,0376,City Neighbors High,90,*,>= 95.0,*,<= 5.0,*,>= 95.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,34,37.8,37,41.1,*,<= 5.0,*,<= 5.0,*,<= 5.0,17,18.9,20200715
2019,30,Baltimore City,0377,Green Street Academy,88,*,>= 95.0,*,<= 5.0,54,61.4,12,13.6,21,23.9,7,8.0,31,35.2,82,93.2,9,10.2,*,<= 5.0,6,6.8,12,13.6,20200715
2019,30,Baltimore City,0382,Baltimore Design School,59,*,>= 95.0,*,<= 5.0,22,37.3,*,<= 5.0,37,62.7,19,32.2,36,61.0,50,84.7,18,30.5,*,<= 5.0,14,23.7,22,37.3,20200715
2019,30,Baltimore City,0400,Edmondson-Westside High,201,188,93.5,13,6.5,32,15.9,*,<= 5.0,152,75.6,18,9.0,55,27.4,81,40.3,23,11.4,*,<= 5.0,*,<= 5.0,35,17.4,20200715
2019,30,Baltimore City,0403,Baltimore Polytechnic Institute,375,*,>= 95.0,*,<= 5.0,*,>= 95.0,*,<= 5.0,*,<= 5.0,147,39.2,202,53.9,295,78.7,177,47.2,*,<= 5.0,304,81.1,140,37.3,20200715
2019,30,Baltimore City,0405,Patterson High,194,*,>= 95.0,*,<= 5.0,121,62.4,*,<= 5.0,67,34.5,*,<= 5.0,37,19.1,63,32.5,*,<= 5.0,*,<= 5.0,11,5.7,27,13.9,20200715
2019,30,Baltimore City,0406,Forest Park High,121,*,>= 95.0,*,<= 5.0,53,43.8,*,<= 5.0,64,52.9,*,<= 5.0,45,37.2,18,14.9,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,20200715
2019,30,Baltimore City,0407,Western High,212,*,>= 95.0,*,<= 5.0,174,82.1,*,<= 5.0,37,17.5,33,15.6,126,59.4,106,50.0,14,6.6,*,<= 5.0,73,34.4,45,21.2,20200715
2019,30,Baltimore City,0410,Mergenthaler Vocational-Technical High,337,*,>= 95.0,*,<= 5.0,58,17.2,*,<= 5.0,265,78.6,*,<= 5.0,86,25.5,102,30.3,*,<= 5.0,*,<= 5.0,*,<= 5.0,24,7.1,20200715
2019,30,Baltimore City,0413,Achievement Academy at Harbor City High,62,*,>= 95.0,*,<= 5.0,50,80.6,9,14.5,*,<= 5.0,*,<= 5.0,8,12.9,10,16.1,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,20200715
2019,30,Baltimore City,0414,Paul Laurence Dunbar High,164,*,>= 95.0,*,<= 5.0,120,73.2,*,<= 5.0,39,23.8,16,9.8,72,43.9,57,34.8,18,11.0,*,<= 5.0,30,18.3,26,15.9,20200715
2019,30,Baltimore City,0415,Baltimore School for the Arts,93,*,>= 95.0,*,<= 5.0,*,>= 95.0,*,<= 5.0,*,<= 5.0,42,45.2,60,64.5,70,75.3,*,<= 5.0,*,<= 5.0,65,69.9,51,54.8,20200715
2019,30,Baltimore City,0416,Digital Harbor High School,180,*,>= 95.0,*,<= 5.0,76,42.2,*,<= 5.0,97,53.9,*,<= 5.0,53,29.4,76,42.2,*,<= 5.0,*,<= 5.0,*,<= 5.0,25,13.9,20200715
2019,30,Baltimore City,0419,Reginald F. Lewis High,91,*,>= 95.0,*,<= 5.0,75,82.4,*,<= 5.0,12,13.2,*,<= 5.0,24,26.4,22,24.2,*,<= 5.0,*,<= 5.0,*,<= 5.0,13,14.3,20200715
2019,30,Baltimore City,0421,National Academy Foundation,120,*,>= 95.0,*,<= 5.0,25,20.8,31,25.8,61,50.8,*,<= 5.0,15,12.5,44,36.7,*,<= 5.0,*,<= 5.0,*,<= 5.0,8,6.7,20200715
2019,30,Baltimore City,0422,New Era Academy,44,*,>= 95.0,*,<= 5.0,24,54.5,5,11.4,15,34.1,*,<= 5.0,10,22.7,10,22.7,*,<= 5.0,*,<= 5.0,*,<= 5.0,6,13.6,20200715
2019,30,Baltimore City,0427,Academy for College and Career Exploration,61,*,>= 95.0,*,<= 5.0,46,75.4,*,<= 5.0,13,21.3,4,6.6,9,14.8,22,36.1,8,13.1,*,<= 5.0,*,<= 5.0,9,14.8,20200715
2019,30,Baltimore City,0429,Vivien T. Thomas Medical Arts Academy,78,*,>= 95.0,*,<= 5.0,13,16.7,*,<= 5.0,63,80.8,*,<= 5.0,34,43.6,12,15.4,*,<= 5.0,*,<= 5.0,*,<= 5.0,7,9.0,20200715
2019,30,Baltimore City,0430,Augusta Fells Savage Institute of Visual Arts,61,*,>= 95.0,*,<= 5.0,48,78.7,*,<= 5.0,11,18.0,*,<= 5.0,14,23.0,14,23.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,6,9.8,20200715
2019,30,Baltimore City,0432,Coppin Academy,59,*,>= 95.0,*,<= 5.0,*,>= 95.0,*,<= 5.0,*,<= 5.0,3,5.1,24,40.7,28,47.5,*,<= 5.0,*,<= 5.0,5,8.5,8,13.6,20200715
2019,30,Baltimore City,0433,Renaissance Academy,27,*,>= 95.0,*,<= 5.0,24,88.9,*,<= 5.0,*,<= 5.0,*,<= 5.0,3,11.1,9,33.3,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,20200715
2019,30,Baltimore City,0450,Frederick Douglass High,152,*,>= 95.0,*,<= 5.0,134,88.2,*,<= 5.0,18,11.8,*,<= 5.0,34,22.4,22,14.5,*,<= 5.0,*,<= 5.0,*,<= 5.0,10,6.6,20200715
2019,30,Baltimore City,0454,Carver Vocational-Technical High,147,*,>= 95.0,*,<= 5.0,30,20.4,24,16.3,92,62.6,*,<= 5.0,31,21.1,51,34.7,*,<= 5.0,*,<= 5.0,*,<= 5.0,15,10.2,20200715
2019,30,Baltimore City,0480,Baltimore City College,293,*,>= 95.0,*,<= 5.0,*,>= 95.0,*,<= 5.0,*,<= 5.0,90,30.7,213,72.7,196,66.9,76,25.9,*,<= 5.0,164,56.0,111,37.9,20200715
2019,30,Baltimore City,A,All Baltimore City Schools,3798,*,>= 95.0,*,<= 5.0,2452,64.6,*,<= 5.0,1134,29.9,436,11.5,1409,37.1,1660,43.7,393,10.3,*,<= 5.0,773,20.4,706,18.6,20200715
2019,32,SEED,1000,The Seed School of Maryland,*,*,>= 95.0,*,<= 5.0,*,>= 95.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,20200715
2019,32,SEED,A,All SEED Schools,*,*,>= 95.0,*,<= 5.0,*,>= 95.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,*,<= 5.0,20200715
2019,A,State,A,All Maryland Schools,57820,57221,99.0,599,1.0,29544,51.1,5452,9.4,8348,14.4,18015,31.2,30078,52.0,26451,45.7,14401,24.9,3581,6.2,26010,45.0,28332,49.0,20200715
